ubigeo,total_fp,total_pl,total_validos,total_en_blanco,total_votos_nulos,total_votos_impugnados,total_votos_emitidos,total_primera_accion_popular,total_primera_app,total_primera_avanza_pais,total_democracia_directa,total_primera_frente_amplio,total_primera_fuerza_popular,total_primera_jpp,total_primera_somos,total_primera_partido_morado,total_primera_nacionalista,total_primera_peru_libre,total_primera_ppc,total_primera_pps,total_primera_podemos_peru,total_primera_renacimiento,total_renovacion_popular,total_upp,total_victoria_nacional,total_primera_blanco,total_primera_nulo
050510,375,1722,2097,23,75,0,2195,103,20,24,2,18,68,40,3,5,67,863,1,6,32,19,187,8,14,626,75
050511,25,264,289,1,6,0,296,10,1,5,0,1,4,6,1,0,4,81,0,0,1,1,1,2,1,63,8
050601,1211,5407,6618,57,258,0,6933,373,63,158,7,35,406,807,32,46,79,2959,16,9,64,35,162,50,55,1130,213
050602,273,670,943,13,45,0,1001,40,33,7,1,46,88,95,2,8,65,278,8,3,16,15,19,2,7,265,43
050603,175,350,525,6,18,0,549,31,5,13,1,5,66,70,0,2,13,181,0,0,13,0,21,2,9,114,20
050604,101,488,589,2,15,0,606,36,5,9,0,6,26,42,2,2,26,264,3,0,12,0,18,11,2,110,17
050605,163,766,929,14,63,0,1006,66,16,8,0,5,73,85,7,6,26,356,1,1,11,4,11,8,3,249,67
050606,211,921,1132,12,72,0,1216,56,5,10,4,15,53,47,2,6,50,493,0,3,11,10,30,13,6,309,74
050607,253,450,703,3,18,0,724,40,6,16,1,5,105,68,3,4,8,164,0,1,2,7,14,2,9,153,37
050608,322,408,730,7,35,0,772,31,8,14,3,14,156,96,1,11,30,130,1,1,7,2,9,6,21,181,22
050609,221,301,522,5,12,0,539,65,9,8,2,1,63,37,1,1,7,116,0,0,12,3,11,0,5,104,11
050610,289,321,610,3,12,0,625,68,7,9,0,12,150,53,1,4,5,130,0,1,5,1,14,1,11,94,8
050611,320,1085,1405,19,75,0,1499,78,19,25,2,8,151,112,6,13,16,481,6,2,21,11,23,25,13,329,65
050612,445,742,1187,14,57,0,1258,66,9,12,1,67,193,72,6,17,27,187,2,1,7,11,45,9,19,264,45
050613,359,371,730,5,34,0,769,42,7,18,0,2,135,49,12,2,4,176,1,2,10,4,13,3,7,165,24
050614,57,143,200,0,5,0,205,13,2,2,0,0,10,32,5,0,1,82,1,0,1,0,2,0,3,28,7
050615,99,788,887,9,59,0,955,73,2,13,0,2,21,98,0,5,9,370,2,2,9,8,8,7,3,189,66
050616,101,229,330,3,11,0,344,35,7,4,0,3,44,34,2,3,3,112,0,0,8,3,4,1,5,60,13
050617,392,1005,1397,14,48,0,1459,79,14,13,3,12,135,127,8,1,24,463,0,3,12,13,10,10,5,368,73
050618,172,381,553,4,21,0,578,46,4,6,0,14,54,48,1,2,4,156,0,0,2,10,9,4,3,173,19
050619,467,740,1207,15,59,0,1281,52,27,6,2,3,154,75,9,5,30,431,0,1,36,10,18,5,9,285,55
050620,129,153,282,3,11,0,296,20,1,5,0,9,33,37,0,1,30,61,1,2,11,4,6,5,3,49,16
050621,198,213,411,6,12,0,429,29,5,17,0,3,86,15,4,6,7,88,1,0,6,5,2,2,3,96,7
050701,647,4932,5579,63,204,0,5846,225,116,103,10,22,172,686,18,44,187,2560,8,7,41,25,108,25,50,1047,255
050702,184,868,1052,12,60,0,1124,47,44,6,0,12,70,132,1,8,100,278,3,3,18,7,2,5,3,237,67
050703,54,295,349,6,18,0,373,13,1,3,0,1,11,6,0,1,5,173,0,0,0,1,3,4,0,105,19
050704,59,242,301,5,10,0,316,12,4,4,0,1,19,36,0,2,17,118,0,1,6,5,4,3,5,69,14
050705,545,1184,1729,10,57,0,1796,77,20,16,4,11,248,121,16,9,47,531,0,2,13,12,18,25,11,321,65
050706,321,729,1050,19,65,0,1134,46,10,13,2,2,94,90,4,9,96,214,0,1,16,4,15,7,7,277,53
050707,95,243,338,0,20,0,358,29,2,3,1,3,39,21,0,4,16,118,1,2,8,6,6,2,1,59,11
050708,87,492,579,10,38,0,627,38,6,4,1,5,28,54,1,2,19,216,2,0,10,10,3,6,1,157,32
050801,406,840,1246,10,74,0,1330,64,8,46,3,8,100,128,3,8,304,263,3,4,7,4,29,7,9,216,84
050802,43,155,198,2,13,0,213,5,1,1,0,1,7,24,0,1,81,38,0,1,1,1,3,0,1,43,5
050803,65,140,205,1,9,0,215,7,0,3,0,1,12,21,1,2,78,27,0,0,3,1,6,0,6,32,8
050804,247,713,960,3,53,0,1016,35,7,18,1,3,45,70,2,2,376,200,1,3,5,4,11,6,2,165,45
050805,88,162,250,2,17,0,269,8,4,6,0,0,22,26,1,4,51,67,1,1,2,2,8,0,3,48,17
050806,38,432,470,5,20,0,495,8,1,4,0,2,14,18,1,1,144,156,0,1,0,1,6,6,0,100,11
050807,57,157,214,3,13,0,230,3,2,4,0,2,15,19,4,2,81,33,0,0,1,2,4,0,1,50,10
050808,78,192,270,0,17,0,287,25,2,4,0,3,17,23,3,1,29,55,0,1,3,3,9,1,5,60,14
050809,36,62,98,1,3,0,102,2,0,4,0,0,6,5,0,1,43,17,0,0,1,0,0,0,0,17,6
050810,71,198,269,5,7,0,281,12,2,11,0,1,31,44,0,0,57,56,0,0,0,1,3,1,1,35,16
050901,234,919,1153,13,43,0,1209,89,23,12,1,1,79,101,10,9,14,458,0,0,3,12,27,10,6,230,51
050902,22,100,122,2,2,0,126,1,0,2,0,0,7,5,1,0,12,61,0,0,2,2,0,3,1,21,10
050903,53,175,228,6,7,0,241,22,5,2,0,0,22,14,3,0,7,97,1,0,3,3,4,1,3,55,7
050904,98,199,297,1,25,0,323,15,5,2,1,1,40,2,0,1,4,104,0,0,4,2,3,2,4,82,22
050905,73,124,197,5,12,0,214,11,0,2,0,0,17,7,1,1,31,69,0,0,1,1,7,2,2,53,6
050906,138,411,549,7,35,0,591,24,4,4,0,4,47,45,6,5,13,154,1,1,7,3,6,7,5,145,36
050907,86,230,316,3,10,0,329,20,0,2,0,1,9,14,3,0,5,138,0,0,1,1,5,0,1,51,14
050908,74,309,383,8,13,0,404,25,6,4,0,4,16,19,6,1,13,175,1,0,6,1,5,2,3,73,22
050909,69,440,509,14,15,0,538,29,8,3,0,4,12,29,2,1,9,199,0,1,2,5,4,4,0,114,23
050910,74,238,312,4,10,0,326,32,1,1,0,3,24,27,2,1,9,86,1,3,1,9,7,1,3,89,9
050911,120,280,400,9,39,0,448,25,3,3,2,4,41,58,43,3,9,90,2,0,2,1,6,4,3,104,24
051001,83,987,1070,3,24,0,1097,66,5,7,1,3,22,61,4,4,25,583,1,1,7,14,10,4,8,187,55
051002,76,834,910,14,50,0,974,55,5,7,0,2,13,37,3,3,21,512,2,2,3,9,5,7,2,219,62
051003,54,280,334,0,30,0,364,21,3,2,1,4,30,18,1,1,6,151,0,0,1,2,11,1,4,94,9
051004,48,126,174,3,12,0,189,15,0,2,0,2,11,8,0,1,12,68,1,0,1,3,3,0,0,57,11
051005,131,1128,1259,11,78,0,1348,84,5,10,5,9,55,60,6,4,35,568,0,0,10,14,28,14,7,329,63
051006,48,507,555,6,35,0,596,39,3,9,3,4,15,52,6,3,12,225,0,0,3,7,5,3,1,164,29
051007,113,487,600,5,17,0,622,50,5,11,1,2,35,22,1,2,16,287,0,0,9,7,23,3,4,112,26
051008,35,479,514,3,55,0,572,50,3,2,0,3,8,14,0,0,17,307,0,0,2,4,12,1,0,146,21
051009,126,667,793,15,58,0,866,50,7,9,0,1,49,42,5,5,12,377,2,0,8,11,7,2,7,224,42
051010,77,892,969,14,97,0,1080,71,7,7,4,18,15,65,3,1,98,405,0,1,5,2,14,9,6,210,92
051011,50,1288,1338,21,61,0,1420,136,6,5,1,8,11,116,3,7,30,629,4,1,12,12,11,11,0,407,80
