ubigeo,total_fp,total_pl,total_validos,total_en_blanco,total_votos_nulos,total_votos_impugnados,total_votos_emitidos,total_primera_accion_popular,total_primera_app,total_primera_avanza_pais,total_democracia_directa,total_primera_frente_amplio,total_primera_fuerza_popular,total_primera_jpp,total_primera_somos,total_primera_partido_morado,total_primera_nacionalista,total_primera_peru_libre,total_primera_ppc,total_primera_pps,total_primera_podemos_peru,total_primera_renacimiento,total_renovacion_popular,total_upp,total_victoria_nacional,total_primera_blanco,total_primera_nulo
100904,654,1708,2362,38,279,0,2679,148,102,32,3,8,231,123,35,20,51,428,7,3,19,10,78,36,104,909,140
100905,725,1428,2153,27,133,0,2313,102,92,33,1,13,301,96,41,5,57,478,2,2,37,16,54,37,61,757,117
101001,303,1982,2285,25,66,0,2376,133,71,34,3,7,73,126,39,6,23,1034,2,2,57,12,60,10,34,469,110
101002,286,1087,1373,14,81,0,1468,98,37,30,1,5,82,49,13,3,7,720,1,1,32,7,57,2,27,257,51
101003,103,767,870,3,50,0,923,26,13,11,0,2,36,22,13,2,5,564,1,0,24,7,22,6,8,157,31
101004,63,264,327,3,15,0,345,18,13,6,0,0,14,6,4,1,5,200,0,0,2,2,9,3,16,80,14
101005,428,1837,2265,14,68,0,2347,151,26,49,5,3,147,53,42,6,23,1087,6,2,29,12,47,12,33,440,90
101006,88,941,1029,5,28,0,1062,49,39,12,1,1,20,34,11,3,13,570,1,1,16,11,28,5,12,199,36
101007,215,1990,2205,6,58,0,2269,129,41,24,4,3,40,89,44,7,22,1204,2,4,41,12,106,11,24,405,94
101101,224,2773,2997,27,159,0,3183,144,100,32,4,18,49,67,42,8,34,1399,10,3,31,36,75,65,32,910,267
101102,157,889,1046,10,34,0,1090,83,19,19,1,5,30,31,10,1,7,497,0,5,11,9,33,1,8,230,34
101103,68,887,955,12,23,0,990,50,33,20,1,2,17,40,7,2,2,513,2,3,7,5,19,8,7,180,42
101104,236,2652,2888,35,109,0,3032,139,62,37,7,8,36,262,30,9,14,1458,0,0,26,32,107,22,25,725,91
101105,159,811,970,4,46,0,1020,52,28,16,1,8,40,32,7,3,17,558,0,2,12,5,115,27,9,202,47
101106,239,2291,2530,23,74,0,2627,95,153,30,11,6,57,43,52,10,16,1319,0,5,37,18,60,9,14,608,127
101107,63,653,716,10,21,0,747,45,20,9,2,3,10,18,7,4,5,345,0,0,4,11,52,9,8,165,38
101108,86,1329,1415,9,29,0,1453,81,65,18,3,3,20,35,23,2,7,864,0,4,18,22,38,12,11,331,53
110101,51899,34846,86745,415,4439,1,91600,8483,2815,11088,231,312,11183,6767,1083,2015,517,8652,2372,260,4534,331,11254,323,6624,7604,5751
110102,8935,8900,17835,120,888,0,18843,1380,554,1441,51,71,2868,1282,197,197,127,2954,226,52,1106,65,1968,103,1184,1915,1616
110103,4795,4869,9664,58,391,0,10113,889,460,584,17,35,1641,478,107,87,70,1750,96,23,642,43,743,50,890,1385,458
110104,1146,1482,2628,13,98,0,2739,245,161,123,5,8,449,214,33,26,37,402,19,4,236,25,131,13,224,495,236
110105,1620,2325,3945,22,121,0,4088,367,186,208,4,24,509,276,29,43,28,679,27,11,350,124,235,28,313,576,460
110106,13628,12568,26196,157,1278,0,27631,2036,983,2298,57,99,4795,2050,276,319,193,4464,370,77,1895,131,2572,105,1688,3056,1373
110107,257,187,444,3,26,0,473,40,46,96,0,2,73,34,9,10,2,118,5,1,33,1,42,1,82,73,27
110108,4861,6516,11377,80,549,0,12006,1135,347,719,52,40,1335,521,212,143,98,2501,121,23,647,80,649,90,903,1843,776
110109,2124,2333,4457,25,194,0,4676,337,140,251,6,80,575,286,47,43,52,527,30,12,433,26,341,21,412,663,224
110110,2664,2086,4750,26,140,0,4916,465,194,308,11,29,674,294,66,56,38,352,59,10,365,20,352,13,581,673,155
110111,4186,8304,12490,79,643,2,13214,1155,394,695,15,68,1103,815,118,223,146,2758,121,25,1310,114,913,110,834,1996,865
110112,4277,3948,8225,41,359,0,8625,808,391,903,18,45,1271,708,107,215,74,1254,147,26,475,46,913,38,768,1280,344
110113,1169,1326,2495,15,101,0,2611,293,136,160,4,12,430,176,33,34,29,387,25,6,280,29,233,9,347,502,180
110114,566,757,1323,7,39,0,1369,91,79,49,3,2,298,96,8,8,24,261,6,7,68,6,89,8,69,283,59
110201,22075,15916,37991,269,2759,26,41045,3026,1696,3684,115,257,4264,2325,689,952,480,2891,708,148,6242,188,4556,202,3369,5571,3021
110202,975,1017,1992,18,78,0,2088,105,72,107,2,9,204,102,18,20,16,303,8,3,287,8,209,15,158,329,81
110203,286,1263,1549,10,35,0,1594,107,18,24,1,12,113,112,16,10,20,477,2,2,76,17,51,8,14,259,38
110204,3650,3904,7554,71,414,0,8039,565,250,479,13,54,677,500,115,159,115,417,127,27,1562,30,607,42,783,1346,617
110205,3117,4189,7306,54,405,0,7765,397,194,297,18,64,671,450,87,118,115,665,68,23,1363,38,616,43,735,1465,657
110206,6656,5964,12620,84,662,2,13368,1022,574,847,29,108,1468,643,275,209,141,1061,180,36,2126,60,1182,47,1095,1763,873
110207,15531,14582,30113,220,1604,0,31937,1827,1051,2139,59,142,3761,1757,398,474,441,3487,367,111,4315,137,3298,158,2034,3615,2037
110208,178,437,615,7,38,0,660,44,7,21,1,1,82,47,2,7,11,115,3,0,28,6,33,8,6,100,57
110209,173,266,439,1,10,0,450,61,4,14,1,1,94,26,2,8,4,231,0,2,4,7,5,5,5,107,13
110210,6564,5370,11934,130,791,0,12855,944,671,1065,36,97,1408,677,346,234,167,894,198,58,2225,59,1403,48,1157,1933,1103
110211,1666,946,2612,20,114,0,2746,161,90,214,6,9,424,119,29,55,33,138,31,17,667,9,276,11,241,435,155
110301,9620,7464,17084,103,774,0,17961,1165,651,1950,47,65,2584,918,194,194,93,1970,178,60,895,76,1766,117,916,2005,1126
110302,576,892,1468,7,36,0,1511,109,29,75,0,7,220,97,8,15,22,234,4,1,69,11,52,4,67,247,108
110303,1141,681,1822,13,56,0,1891,155,32,122,2,6,360,104,6,8,18,200,4,4,77,1,192,11,77,318,238
110304,2896,5117,8013,46,382,0,8441,1250,250,577,15,23,469,835,107,93,53,1197,86,22,531,57,756,46,534,922,550
110305,5425,4800,10225,72,432,0,10729,663,415,1025,41,33,1977,621,119,99,71,1522,78,25,638,49,935,74,579,1514,410
110401,2338,2004,4342,20,172,0,4534,422,86,331,10,8,876,288,52,57,60,459,26,8,232,11,307,20,268,549,634
110402,486,561,1047,11,42,0,1100,102,29,59,0,2,193,63,6,26,14,147,6,0,41,9,79,7,36,183,30
110403,617,829,1446,10,42,0,1498,208,47,83,2,1,355,140,27,27,23,245,4,3,79,13,68,16,99,259,67
110404,414,460,874,5,23,0,902,122,14,43,1,2,153,58,17,2,4,80,6,3,35,24,71,4,65,129,36
110405,,,,,,,,24,2,6,0,2,54,21,3,2,3,38,0,1,2,1,3,1,8,46,7
110501,19112,13678,32790,206,2021,13,35030,3584,1308,3659,85,109,4973,2425,378,689,405,2793,529,118,4645,149,3579,146,3319,4498,2297
110502,169,208,377,2,12,0,391,75,18,62,3,3,226,55,8,3,11,312,1,1,55,3,58,11,50,157,27
110503,1074,2152,3226,19,101,0,3346,278,85,121,4,23,520,279,28,26,33,902,9,6,374,20,169,47,214,633,147
110504,2372,4452,6824,85,319,0,7228,625,182,269,16,38,922,491,67,65,85,1350,40,9,646,42,406,70,361,1347,547
110505,1296,1741,3037,19,93,0,3149,319,67,195,4,13,455,209,24,30,18,674,25,16,306,20,364,28,154,451,343
110506,5167,3598,8765,51,425,0,9241,894,313,640,15,34,1621,453,76,114,85,695,93,29,837,22,702,30,838,1031,458
110507,5315,7443,12758,117,615,0,13490,1110,458,594,19,64,1846,847,84,106,237,2083,81,37,1407,48,1105,137,648,1748,495
110508,2882,3465,6347,40,301,0,6688,624,277,295,19,31,995,459,46,44,94,803,68,19,953,32,540,48,373,912,323
120101,33174,38152,71326,333,4365,0,76024,8196,2509,11022,403,424,6646,6832,1142,2015,691,12301,1440,384,2152,2227,8959,664,3981,6098,3916
120104,56,129,185,1,7,0,193,38,5,4,1,2,16,15,8,0,3,40,0,1,2,2,9,1,3,29,10
120105,142,386,528,8,25,0,561,73,9,7,2,4,37,40,1,4,9,165,3,4,3,6,24,5,12,102,36
120106,199,275,474,8,26,0,508,43,21,11,4,1,74,47,2,4,11,124,3,1,6,10,6,6,11,107,30
120107,14920,30332,45252,260,2613,0,48125,4362,1724,4545,237,293,4391,4400,612,784,593,13083,509,191,1354,1649,4014,666,1935,5024,2573
120108,285,470,755,13,53,0,821,84,13,19,2,6,95,61,7,5,15,192,1,0,6,10,13,8,41,168,62
120111,305,896,1201,12,57,0,1270,114,40,47,3,4,153,106,17,16,15,550,2,3,26,28,55,18,27,227,39
120112,163,312,475,9,29,0,513,51,6,21,4,2,86,48,6,10,9,160,1,1,6,9,27,9,24,117,53
120113,390,1015,1405,22,77,0,1504,190,21,35,1,4,160,94,16,13,28,517,3,3,11,18,56,20,39,351,127
120114,39629,49295,88924,408,6012,0,95344,11556,3358,13666,506,588,7448,9306,1558,2916,876,14883,1843,433,3033,2779,10691,862,5159,6863,4852
120116,297,483,780,6,54,0,840,66,8,16,0,3,116,51,5,4,21,232,3,2,12,14,34,7,15,174,74
120117,980,1503,2483,23,124,0,2630,316,102,271,5,14,280,189,37,46,36,479,32,4,99,78,173,38,131,322,182
120119,2345,7415,9760,41,403,0,10204,894,276,659,37,52,689,859,110,105,134,3358,66,31,238,281,548,131,288,1114,696
120120,49,212,261,4,18,0,283,94,8,9,0,3,17,44,2,4,7,98,0,4,3,12,19,1,2,80,30
120121,1721,3434,5155,38,228,0,5421,489,168,354,8,23,639,391,64,52,77,1784,25,20,134,148,338,99,214,685,266
120122,455,758,1213,15,74,0,1302,177,18,43,10,3,235,73,7,6,22,338,8,4,45,15,68,18,32,308,90
120124,279,1794,2073,56,89,0,2218,442,23,17,2,23,110,379,27,16,60,696,8,2,22,25,54,94,21,858,219
120125,3644,5898,9542,58,566,0,10166,1118,420,1073,50,53,1096,787,124,191,140,2724,83,38,395,277,965,86,438,1036,714
120126,927,2236,3163,32,155,0,3350,200,102,102,8,21,374,407,17,29,133,907,21,8,45,94,119,91,105,560,148
120127,347,691,1038,6,62,0,1106,139,48,50,4,4,91,74,15,13,22,281,9,3,31,9,54,3,50,148,43
120128,588,1553,2141,24,96,0,2261,335,68,183,13,11,205,243,23,32,48,663,15,8,92,38,112,29,68,348,111
120129,45,53,98,0,5,0,103,3,4,20,1,1,11,5,2,2,3,16,0,0,1,5,9,2,4,6,5
120130,2559,3978,6537,50,367,0,6954,729,289,582,42,26,838,485,93,102,66,1504,60,30,213,127,504,88,303,729,346
120132,911,1704,2615,28,119,0,2762,313,116,198,5,18,342,261,23,41,53,732,20,10,120,81,186,37,105,347,129
120133,3136,7241,10377,90,620,0,11087,863,320,650,41,62,1117,1025,114,143,231,3169,81,27,266,272,610,209,372,1819,551
120134,1802,3247,5049,50,274,0,5373,394,157,431,8,19,596,396,58,80,78,1636,29,20,103,104,282,62,265,747,285
120135,268,1354,1622,17,68,0,1707,274,97,18,4,12,133,183,12,8,101,500,2,6,36,14,43,88,12,686,177
120136,455,932,1387,9,69,0,1465,118,28,62,8,8,181,79,27,16,30,437,8,5,28,16,71,15,36,193,59
120201,3917,5354,9271,55,598,0,9924,907,378,876,43,52,960,632,140,210,178,1683,112,37,261,141,883,89,581,964,545
120202,464,562,1026,10,68,0,1104,163,32,31,2,2,164,72,8,12,31,178,1,2,11,4,38,11,39,215,82
120203,360,1570,1930,69,138,0,2137,222,30,17,3,10,130,99,5,5,65,496,5,2,10,8,20,63,16,680,168
120204,649,952,1601,21,81,0,1703,169,54,30,9,5,294,173,14,18,27,342,2,3,33,22,57,27,55,243,100
120205,380,585,965,8,41,0,1014,74,9,8,0,2,191,42,4,5,39,307,0,1,7,5,15,9,10,213,49
120206,1473,1626,3099,51,153,0,3303,208,103,40,3,11,634,148,19,36,104,555,4,4,45,19,108,45,39,762,351
120207,342,388,730,8,38,0,776,69,31,17,2,0,164,35,9,9,20,143,1,2,21,9,28,24,21,115,40
120208,264,745,1009,9,27,0,1045,101,30,38,0,6,82,105,5,11,24,341,8,2,17,6,22,9,39,123,59
120209,413,474,887,17,30,0,934,55,9,9,1,2,149,18,6,3,145,252,0,3,10,3,18,8,16,176,39
120210,1568,1415,2983,24,173,0,3180,317,129,286,9,16,554,151,42,52,53,390,24,8,102,48,205,30,179,398,146
120211,409,450,859,7,31,0,897,92,31,63,2,3,139,51,6,13,31,178,3,7,11,6,60,6,61,91,21
120212,484,578,1062,9,67,0,1138,102,34,71,1,4,173,52,13,7,18,210,7,4,32,22,63,20,54,152,76
120213,998,1561,2559,22,154,0,2735,246,99,108,9,17,375,197,31,30,38,508,12,11,38,53,103,23,147,430,198
120214,1683,1418,3101,51,181,0,3333,256,53,68,12,13,814,148,19,24,42,696,7,4,33,29,100,28,68,698,179
120215,544,666,1210,8,56,0,1274,125,50,76,6,2,231,62,14,10,45,208,6,7,34,14,68,9,63,162,82
120301,8773,7505,16278,116,1076,0,17470,1446,568,1246,59,57,2341,972,143,240,291,1953,122,57,690,91,1859,166,763,2492,990
120302,9320,12295,21615,217,1270,4,23106,1208,545,641,48,102,3494,1453,141,114,492,4748,84,49,445,137,1186,432,546,5150,1547
120303,10399,13341,23740,248,1655,0,25643,1418,595,982,61,104,3788,1101,172,130,321,6360,84,61,409,175,1626,413,667,5001,1355
120304,1519,1561,3080,40,188,0,3308,169,117,79,8,15,517,179,25,27,214,444,6,4,82,25,192,53,90,691,165
120305,6686,7152,13838,90,777,0,14705,1039,536,825,48,68,1949,866,151,151,222,1913,81,46,743,91,1343,212,607,2077,1009
120306,507,713,1220,15,71,0,1306,101,39,43,3,9,191,71,14,14,36,199,5,6,66,9,92,24,36,247,84
120401,4974,4239,9213,66,789,0,10068,1304,450,1066,50,50,879,1028,176,270,216,718,141,49,274,149,860,90,741,809,439
120402,1529,2054,3583,44,297,0,3924,437,102,178,16,16,520,320,34,69,77,674,28,12,76,41,170,57,159,590,199
120403,1404,1321,2725,22,175,0,2922,271,82,116,12,11,603,167,31,27,65,405,6,8,68,30,166,28,86,471,146
120404,379,423,802,9,49,0,860,125,33,60,6,4,87,70,11,8,17,95,6,4,35,14,70,8,57,93,41
120405,437,459,896,11,55,0,962,158,22,46,7,4,148,50,15,11,16,129,4,0,35,10,49,8,47,130,45
120406,384,407,791,9,27,0,827,90,21,55,5,5,127,45,4,8,16,128,5,1,24,9,54,9,30,137,35
120407,680,839,1519,18,80,0,1617,162,49,120,8,9,214,154,16,22,37,239,13,3,41,16,123,9,75,188,67
120408,446,530,976,8,74,0,1058,131,31,62,2,6,164,82,10,27,27,129,8,7,36,21,49,5,53,115,58
120409,272,312,584,3,63,0,650,110,34,26,2,5,75,54,7,7,30,47,3,1,11,8,45,1,54,79,40
120410,771,495,1266,11,85,0,1362,177,40,59,5,4,215,148,21,25,39,117,8,4,49,13,77,11,98,162,78
120411,156,221,377,3,25,0,405,73,22,7,2,2,47,27,0,6,17,55,2,1,13,4,26,4,16,72,29
120412,307,275,582,6,40,0,628,113,19,45,1,4,59,60,2,10,44,45,4,1,9,6,31,5,45,70,26
120413,403,559,962,14,52,0,1028,134,39,50,5,4,148,93,15,19,15,116,8,4,14,11,49,13,59,135,75
120414,347,477,824,6,35,0,865,145,21,19,6,2,112,89,24,18,30,109,9,4,19,9,27,7,54,105,31
120415,390,568,958,8,56,0,1022,105,28,52,2,9,120,127,10,29,53,131,1,0,16,15,63,3,51,134,50
120416,434,661,1095,14,47,0,1156,160,24,67,7,4,170,79,15,6,45,139,2,5,26,14,74,9,47,145,83
120417,295,203,498,9,26,0,533,56,16,19,0,2,113,37,4,10,33,43,2,1,11,2,20,4,21,93,47
120418,399,583,982,16,71,0,1069,150,39,26,0,3,106,110,4,15,63,134,2,4,17,4,46,13,49,170,111
120419,443,342,785,6,29,0,820,100,15,28,1,1,208,59,4,5,16,67,3,2,11,3,25,7,34,143,39
120420,267,315,582,5,35,0,622,82,24,56,4,3,72,71,6,11,24,64,5,2,20,10,31,5,44,56,32
120421,473,816,1289,14,70,0,1373,156,58,80,1,6,119,180,17,37,62,145,11,3,25,16,79,12,117,164,78
120422,201,370,571,2,38,0,611,90,23,25,0,3,62,87,5,9,14,61,2,1,9,6,31,12,34,81,28
120423,375,715,1090,24,63,0,1177,93,50,47,6,4,116,165,8,17,23,117,8,3,35,7,89,19,115,157,70
120424,506,456,962,4,38,0,1004,130,46,63,3,4,136,107,12,15,32,91,2,3,28,14,71,11,60,85,42
120425,307,524,831,6,39,0,876,91,41,63,0,6,85,98,13,17,31,98,5,6,39,9,42,6,55,126,42
120426,558,323,881,13,47,0,941,62,21,18,6,3,202,52,6,25,22,102,1,3,18,6,41,13,43,213,54
120427,400,295,695,5,34,0,734,57,23,14,0,4,198,29,9,4,13,94,0,3,11,2,29,4,16,152,21
120428,644,667,1311,7,67,0,1385,125,42,123,13,6,187,131,35,16,56,148,15,4,38,14,76,15,104,165,62
120429,192,208,400,3,28,0,431,75,18,32,0,1,69,47,1,6,6,23,3,0,6,2,29,0,27,34,21
120430,774,741,1515,11,92,0,1618,187,52,143,5,6,176,117,27,25,37,182,13,3,52,33,143,28,129,157,86
120431,978,1159,2137,20,155,0,2312,230,76,83,6,12,393,230,18,18,43,249,14,4,25,20,66,26,135,376,213
120432,329,320,649,7,36,0,692,59,30,33,1,1,137,72,3,12,21,66,7,2,7,16,50,10,43,75,23
120433,347,425,772,5,47,0,824,112,23,40,5,8,89,103,8,15,37,77,6,7,27,4,43,9,39,107,34
120434,2190,2152,4342,32,327,0,4701,685,213,463,31,30,493,456,59,85,91,499,81,23,175,73,396,65,350,494,213
120501,1868,3899,5767,59,437,0,6263,738,214,297,30,32,441,426,93,73,208,1233,46,15,127,389,264,57,196,749,393
120502,860,1730,2590,35,179,0,2804,280,78,110,12,12,266,108,52,19,61,803,12,12,45,29,190,24,50,399,131
120503,295,584,879,8,52,0,939,101,18,17,1,5,71,55,13,10,35,214,2,4,13,60,21,6,23,132,70
120504,675,1689,2364,34,102,0,2500,204,49,16,14,7,341,92,14,12,62,674,5,2,12,31,35,18,13,592,121
120601,9544,10007,19551,206,1351,0,21108,1865,760,1092,91,114,3035,1413,241,154,491,2792,94,60,650,196,1804,415,646,3555,1444
120602,739,1305,2044,26,133,0,2203,330,104,43,12,9,250,228,19,19,85,465,5,8,58,35,127,47,64,540,115
120603,676,1313,1989,26,81,0,2096,311,48,43,4,20,192,165,14,29,136,441,1,5,43,10,116,53,28,541,82
120604,5389,6134,11523,115,741,0,12379,905,286,302,25,47,1956,572,73,64,419,2464,31,22,273,97,878,289,203,2367,600
120605,674,1434,2108,17,133,0,2258,200,35,35,2,9,250,146,21,5,98,459,2,4,33,14,75,54,36,532,129
120606,9856,13602,23458,319,1512,0,25289,2266,554,688,37,158,3570,1406,191,169,789,4267,63,64,587,264,1330,741,492,6272,1333
120607,4057,6440,10497,111,703,0,11311,941,271,302,25,53,1468,683,86,60,239,2230,26,29,207,83,436,245,257,2463,571
120608,4855,3705,8560,168,836,0,9564,659,51,77,45,52,2647,211,51,36,180,1848,18,21,69,61,122,124,62,2763,617
120609,58,1198,1256,6,20,0,1282,25,6,4,1,31,55,68,1,6,63,592,1,2,7,6,11,11,7,290,46
120701,12719,14349,27068,142,1769,0,28979,2447,1278,2625,110,134,3696,2002,413,458,569,3798,274,96,872,258,2124,228,1511,3228,1780
120702,3124,2066,5190,36,434,0,5660,289,237,247,8,21,1407,236,52,68,117,614,32,14,111,28,282,49,180,893,360
120703,549,642,1191,7,102,0,1300,163,61,34,2,13,222,61,7,6,27,173,2,3,23,6,70,7,24,241,81
120704,2426,2712,5138,73,373,0,5584,325,131,172,12,32,1061,280,43,90,239,766,16,13,81,22,277,74,164,1210,378
120705,686,1074,1760,8,66,0,1834,199,58,76,13,6,302,117,20,23,50,464,5,7,71,17,113,12,61,275,95
120706,1782,1664,3446,44,284,0,3774,178,127,122,7,13,861,156,20,39,95,477,5,6,73,10,105,48,106,856,292
120707,1093,1068,2161,26,119,0,2306,122,90,69,11,8,457,74,11,16,89,320,2,5,31,24,93,23,47,493,200
120708,899,658,1557,13,107,0,1677,176,54,89,3,3,436,93,20,17,94,233,7,10,26,39,115,23,49,315,145
120709,659,1074,1733,30,100,0,1863,95,102,47,5,5,410,143,17,30,162,345,2,2,34,8,58,22,49,587,137
120801,2741,5643,8384,34,449,0,8867,1156,340,605,61,48,626,634,134,130,95,1354,104,42,562,132,653,96,433,811,533
120802,134,348,482,6,14,0,502,73,10,12,0,3,61,26,4,6,12,96,1,2,11,9,10,8,17,70,38
120803,126,537,663,12,29,0,704,90,13,25,0,5,27,24,9,1,20,243,4,2,17,6,31,7,8,89,68
120804,196,228,424,2,39,0,465,42,7,17,2,1,90,33,5,2,2,76,1,0,10,1,17,2,8,84,24
120805,490,1382,1872,9,106,0,1987,177,36,102,9,11,141,133,19,21,13,541,7,7,106,50,107,33,79,215,114
120806,314,492,806,7,134,0,947,135,32,71,6,6,83,48,13,10,18,157,10,5,24,11,105,4,38,92,48
120807,184,247,431,5,14,0,450,47,5,24,2,2,76,41,1,4,10,80,1,5,9,8,14,1,15,95,12
120808,1512,2672,4184,17,229,0,4430,584,190,358,24,19,329,324,87,71,42,628,59,23,214,79,435,46,217,409,219
120809,138,337,475,8,23,0,506,103,7,5,4,2,32,26,9,6,25,131,3,0,27,7,34,6,11,72,25
120810,435,1108,1543,11,126,0,1680,225,62,82,9,9,129,94,13,21,19,353,10,1,61,16,127,17,68,216,69
120901,5180,10483,15663,111,802,0,16576,1493,532,1150,72,84,1576,1366,211,263,245,4217,137,61,386,327,1075,162,638,1823,675
120902,1094,3067,4161,34,226,0,4421,319,173,194,6,21,340,432,46,27,85,1373,20,10,115,60,168,56,113,587,207
120903,842,1951,2793,23,150,0,2966,255,71,99,10,8,292,224,34,46,57,1036,10,4,46,33,83,40,90,339,140
120904,603,1179,1782,17,88,0,1887,114,41,91,7,3,196,170,26,15,23,397,33,1,26,12,89,23,63,222,298
120905,1368,2363,3731,28,205,0,3964,291,151,256,5,20,515,230,48,57,48,1082,12,13,112,77,215,35,145,429,189
120906,338,1235,1573,6,64,0,1643,157,66,68,4,6,121,138,20,24,46,461,6,2,45,17,64,18,39,221,71
120907,593,1163,1756,31,186,0,1973,146,78,40,4,8,194,134,4,17,37,436,6,7,40,24,74,22,35,425,181
120908,506,1220,1726,14,75,0,1815,151,33,58,1,7,177,85,9,14,45,672,4,3,55,31,80,14,48,214,92
120909,588,1099,1687,16,55,0,1758,144,47,34,1,9,201,115,29,8,22,557,5,3,21,16,45,29,20,335,67
130101,136853,61348,198201,648,13333,0,212182,10483,31974,31781,609,395,18347,11036,2654,4882,584,8113,3472,790,6286,391,31801,432,8167,13448,10810
130102,50304,31118,81422,420,6995,251,89088,2871,18418,6547,292,216,14969,2859,1542,948,387,7321,557,301,3311,178,9157,257,4111,10912,6237
130103,20429,11916,32345,189,2894,0,35428,1124,6640,2631,193,95,5375,1094,604,378,154,2473,281,119,1613,78,3653,149,1365,3621,2723
130104,22049,11862,33911,181,2634,0,36726,1257,6845,2893,104,86,5187,1003,503,360,134,2722,253,87,1312,70,3634,84,1167,3940,2742
130105,58928,32228,91156,394,7779,22,99351,3732,19675,9145,360,215,12496,3433,1596,1295,351,5751,969,307,4403,230,10166,291,3769,9697,6666
130106,13717,7970,21687,120,1630,0,23437,728,4685,1544,33,48,3430,813,258,198,78,1388,119,66,1415,37,2415,53,822,2717,1459
130107,14234,8382,22616,92,1490,0,24198,950,4457,2379,79,51,2899,772,418,302,84,1581,235,83,1471,42,2582,74,889,2409,1036
130108,1829,770,2599,12,116,0,2727,79,545,105,1,5,708,77,28,16,10,156,11,5,65,5,155,5,78,368,148
130109,6337,3439,9776,59,614,0,10449,512,2204,870,17,27,1082,257,157,112,42,549,72,30,549,38,1026,24,431,1064,815
130110,1961,851,2812,24,161,0,2997,90,502,195,1,4,733,67,43,19,6,171,9,11,97,4,171,8,82,491,139
130111,29769,10530,40299,126,2565,0,42990,1878,6460,7265,149,79,3852,1837,653,968,152,1316,692,161,1381,68,7231,79,1623,2952,1681
130201,2809,1566,4375,33,330,0,4738,310,772,288,4,14,705,97,65,42,20,163,34,11,242,14,341,16,115,693,450
130202,5126,3370,8496,79,631,0,9206,377,2140,640,17,26,1294,295,123,95,34,355,52,25,694,12,739,30,304,1144,821
130203,3682,2637,6319,34,473,0,6826,272,1343,502,14,10,873,160,73,69,27,286,38,11,434,13,417,14,253,647,1064
130204,920,787,1707,10,57,0,1774,111,319,139,12,4,248,64,30,13,4,60,4,2,153,3,117,8,83,230,66
130205,8568,3801,12369,85,657,0,13111,579,2399,888,45,36,3550,251,235,101,116,644,78,48,651,24,1126,32,706,1824,914
130206,2160,1215,3375,18,180,0,3573,195,798,431,5,14,589,86,61,38,16,175,20,18,230,4,340,16,319,632,221
130207,5044,4977,10021,55,615,0,10691,564,2348,946,38,56,1144,560,208,167,87,465,122,32,1202,26,990,136,471,1331,592
130208,9648,7016,16664,66,1085,0,17815,908,2837,1654,32,57,2238,531,188,179,87,784,152,57,1867,53,1275,87,636,2231,1124
130301,772,863,1635,28,87,0,1750,110,87,35,2,5,154,54,12,17,10,381,2,2,11,7,35,2,27,287,113
130302,384,481,865,19,227,0,1111,77,113,13,2,14,102,23,11,1,4,165,1,1,13,9,8,1,5,351,283
130303,222,508,730,18,27,0,775,64,118,9,0,1,43,10,1,8,1,99,1,1,4,4,8,2,7,152,34
130304,379,479,858,8,27,0,893,78,62,16,2,4,115,20,6,10,21,168,1,1,2,4,24,1,20,145,34
130305,307,697,1004,11,53,0,1068,50,98,15,1,5,72,77,15,11,36,283,0,0,8,4,27,1,20,211,45
130306,76,411,487,4,10,0,501,48,39,6,0,4,10,11,4,1,25,125,1,1,7,7,19,0,3,112,21
130401,17341,11469,28810,157,1846,0,30813,2057,5560,1641,115,92,4963,971,264,233,166,2721,136,57,1020,70,2325,60,927,3562,1972
130402,4819,4885,9704,106,710,0,10520,413,1147,309,21,152,1745,235,76,54,59,2137,20,12,258,23,655,37,205,1550,690
130403,3689,3542,7231,90,450,0,7771,285,1248,303,13,27,1328,258,66,67,35,998,20,17,236,30,430,23,242,1247,371
130501,2916,3286,6202,78,407,0,6687,432,816,112,2,19,794,175,49,43,69,1182,7,8,117,19,193,12,291,1364,645
130502,1119,1677,2796,58,141,0,2995,219,257,36,0,5,284,93,17,10,14,481,4,5,33,20,29,5,111,590,186
130503,1728,1518,3246,53,245,0,3544,193,325,75,4,6,618,124,35,26,14,582,4,6,77,16,50,4,107,791,224
130504,692,1721,2413,36,142,0,2591,181,287,21,4,4,101,120,13,12,23,517,4,8,54,14,41,10,71,493,261
130601,6735,7545,14280,213,1551,0,16044,916,1599,404,31,53,2343,730,306,210,85,3814,33,31,214,63,511,39,406,2889,1634
130602,1931,2093,4024,54,271,0,4349,224,410,78,9,14,654,133,68,33,25,921,10,12,37,20,115,5,99,729,370
130604,703,528,1231,14,59,0,1304,77,135,22,2,8,204,63,27,17,10,154,1,1,12,6,28,3,43,240,88
130605,1488,774,2262,43,115,0,2420,91,213,57,4,6,635,97,33,25,15,192,4,4,22,7,68,12,64,440,217
130606,65,68,133,0,8,0,141,36,72,8,0,1,62,28,6,4,5,67,1,1,17,2,9,1,10,70,8
130608,833,870,1703,20,80,0,1803,130,253,108,5,7,308,93,38,14,25,203,13,5,21,3,51,0,86,281,135
130610,159,221,380,6,13,0,399,50,47,6,0,1,37,8,2,3,0,97,0,0,4,2,12,0,7,65,19
